time,RSI
2019-05-03,54.4868
2019-05-02,55.5363
2019-04-30,52.9537
2019-04-26,50.3451
2019-04-25,48.2534
2019-04-24,50.8746
2019-04-23,44.9051
2019-04-22,47.3240
2019-04-18,54.4292
2019-04-16,58.4391
2019-04-15,56.6577
2019-04-12,58.8544
2019-04-11,58.2342
2019-04-10,59.2744
2019-04-09,66.6177
2019-04-08,65.1688
2019-04-05,65.6974
2019-04-04,64.1999
2019-04-03,61.1814
2019-04-02,58.8388
2019-04-01,53.9861
2019-03-28,52.8230
2019-03-27,48.8375
2019-03-26,52.8563
2019-03-25,52.8727
2019-03-22,59.6616
2019-03-20,60.1943
2019-03-19,57.7228
2019-03-18,57.2194
2019-03-15,59.4916
2019-03-14,57.1081
2019-03-13,56.2590
2019-03-12,53.7408
2019-03-11,48.6894
2019-03-08,46.5449
2019-03-07,45.8306
2019-03-06,46.5949
2019-03-05,42.7038
2019-03-01,42.5262
2019-02-28,39.6687
2019-02-27,39.7324
2019-02-26,40.8954
2019-02-25,45.5678
2019-02-22,44.1288
2019-02-21,44.8822
2019-02-20,41.9044
2019-02-19,38.9290
2019-02-18,41.3125
2019-02-15,41.3796
2019-02-14,44.0978
2019-02-12,44.5748
2019-02-11,49.4129
2019-02-08,48.9097
2019-02-07,52.1462
2019-02-06,54.3223
2019-02-05,53.2843
2019-02-04,53.2843
2019-02-01,51.5046
2019-01-31,47.3213
2019-01-30,42.4953
2019-01-29,45.9840
2019-01-28,49.4343
2019-01-25,53.1189
2019-01-24,52.1194
2019-01-23,50.7903
2019-01-22,53.9011
2019-01-21,56.6350
2019-01-18,57.2683
2019-01-17,56.9020
2019-01-16,53.9521
2019-01-15,55.9538
2019-01-14,53.8268
2019-01-11,56.0203
2019-01-10,55.2028
2019-01-09,56.8628
2019-01-08,53.7143
2019-01-07,55.0310
2019-01-04,55.0474
2019-01-03,51.8410
2019-01-02,56.5215
2019-01-01,60.1777
2018-12-31,56.7372
2018-12-28,57.9503
2018-12-27,54.9175
2018-12-26,53.7620
2018-12-24,50.5548
2018-12-21,55.9425
2018-12-20,59.3317
2018-12-19,59.5812
2018-12-18,57.3947
2018-12-17,58.1100
2018-12-14,53.0101
2018-12-13,57.5876
2018-12-12,57.3330
2018-12-11,54.1215
2018-12-10,54.5549
2018-12-07,59.7759
2018-12-06,59.0802
2018-12-05,62.7971
2018-12-04,59.9938
2018-12-03,65.2185
2018-11-30,66.1461
2018-11-29,64.0245
2018-11-28,61.6523
2018-11-27,59.5149
2018-11-26,57.5595
2018-11-22,57.0356
2018-11-21,56.4442
2018-11-20,57.4864
2018-11-19,59.9336
2018-11-16,59.0948
2018-11-15,56.2466
2018-11-14,55.0911
2018-11-13,53.8792
2018-11-12,51.3686
2018-11-09,53.4513
2018-11-07,53.3196
2018-11-06,52.2901
2018-11-05,51.7551
2018-11-02,54.0098
2018-11-01,49.2321
2018-10-31,49.8697
2018-10-30,40.9104
2018-10-29,42.7679
2018-10-26,43.0568
2018-10-25,42.2726
2018-10-24,45.7343
2018-10-23,40.8017
2018-10-22,37.6345
2018-10-19,37.7055
2018-10-17,42.9527
2018-10-16,44.5712
2018-10-15,42.2689
2018-10-12,41.9093
2018-10-11,37.3197
2018-10-10,40.9713
2018-10-09,38.2307
2018-10-08,33.1765
2018-10-05,36.0922
2018-10-04,40.3982
2018-10-03,42.6135
2018-10-01,42.9918
2018-09-28,37.3010
2018-09-27,33.9261
2018-09-26,36.5718
2018-09-25,36.9885
2018-09-24,30.0745
2018-09-21,39.3027
2018-09-19,38.6608
2018-09-18,41.1839
2018-09-17,43.6120
2018-09-14,49.4963
2018-09-12,41.8379
2018-09-11,39.7454
2018-09-10,41.9700
2018-09-07,47.6617
2018-09-06,52.5364
2018-09-05,50.1386
2018-09-04,52.7660
2018-09-03,50.2571
2018-08-31,48.8923
2018-08-30,49.2308
2018-08-29,51.8481
2018-08-28,52.2157
2018-08-27,47.8643
2018-08-24,47.0200
2018-08-23,44.9889
2018-08-21,45.8638
2018-08-20,46.8274
2018-08-17,40.9866
2018-08-16,41.8614
2018-08-14,48.7314
2018-08-13,49.4222
2018-08-10,54.0976
2018-08-09,54.4580
2018-08-08,54.9840
2018-08-07,53.8371
2018-08-06,54.3755
2018-08-03,54.2244
2018-08-02,48.8604
2018-08-01,54.2799
2018-07-31,58.3398
2018-07-30,64.5206
2018-07-27,67.8855
2018-07-26,65.7488
2018-07-25,63.1062
2018-07-24,60.4820
2018-07-23,58.8285
2018-07-20,60.4691
2018-07-19,63.2148
2018-07-18,67.1052
2018-07-17,65.1482
2018-07-16,65.4531
2018-07-13,63.4317
2018-07-12,62.1747
2018-07-11,58.0530
2018-07-10,60.0926
2018-07-09,56.1693
2018-07-06,57.2662
2018-07-05,60.1916
2018-07-04,59.0957
2018-07-03,53.6359
2018-07-02,55.5396
2018-06-29,57.9714
2018-06-28,53.8734
2018-06-27,59.2983
2018-06-26,60.6263
2018-06-25,57.8595
2018-06-22,59.6229
2018-06-21,52.1590
2018-06-20,50.5569
2018-06-19,46.6871
2018-06-18,46.2948
2018-06-15,47.4864
2018-06-14,47.7533
2018-06-13,47.2160
2018-06-12,50.0197
2018-06-11,48.6372
2018-06-08,48.7523
2018-06-07,52.9750
2018-06-06,51.1385
2018-06-05,49.9777
2018-06-04,47.7510
2018-06-01,49.2982
2018-05-31,47.0245
2018-05-30,40.9986
2018-05-29,43.2640
2018-05-28,46.0975
2018-05-25,44.3225
2018-05-24,41.8716
2018-05-23,37.7373
2018-05-22,40.9813
2018-05-21,42.3542
2018-05-18,47.8380
2018-05-17,50.8382
2018-05-16,58.6516
2018-05-15,62.0790
2018-05-14,62.0790
2018-05-11,60.8866
2018-05-10,57.1734
2018-05-09,57.2450
2018-05-08,58.9472
2018-05-07,60.8065
2018-05-04,60.5560
2018-05-03,62.6734
2018-05-02,61.2004
2018-04-30,57.9111
2018-04-27,54.0765
2018-04-26,53.7930
2018-04-25,52.8320
2018-04-24,53.4723
2018-04-23,50.2732
2018-04-20,50.3689
2018-04-19,55.4259
2018-04-18,57.4558
2018-04-17,59.7397
2018-04-16,57.4212
2018-04-13,53.4382
2018-04-12,51.6984
2018-04-11,49.5402
2018-04-10,50.7192
2018-04-09,52.9266
2018-04-06,51.9909
2018-04-05,51.0804
2018-04-04,48.4628
2018-04-03,52.1202
2018-04-02,53.2578
2018-03-28,51.5369
2018-03-27,51.2318
2018-03-26,52.5990
2018-03-23,46.5630
2018-03-22,49.5171
2018-03-21,50.8665
2018-03-20,48.4227
2018-03-19,45.0406
2018-03-16,46.8661
2018-03-15,51.9912
2018-03-14,54.3173
2018-03-13,56.8453
2018-03-12,55.8903
2018-03-09,51.3969
2018-03-08,48.5384
2018-03-07,43.1315
2018-03-06,43.1556
2018-03-05,46.6908
2018-03-01,49.7022
2018-02-28,49.9926
2018-02-27,51.7291
2018-02-26,53.8706
2018-02-23,51.5412
2018-02-22,50.7452
2018-02-21,51.5562
2018-02-20,49.7604
2018-02-19,50.0137
2018-02-16,50.5595
2018-02-15,52.1245
2018-02-14,50.4256
2018-02-12,49.5435
2018-02-09,46.0478
2018-02-08,49.9811
2018-02-07,46.9866
2018-02-06,47.3888
2018-02-05,51.2497
2018-02-02,61.1269
2018-02-01,72.0907
2018-01-31,71.1852
2018-01-30,69.3981
2018-01-29,73.2424
2018-01-25,69.1233
2018-01-24,70.2170
2018-01-23,67.8741
2018-01-22,67.1622
2018-01-19,72.4393
2018-01-18,72.1667
2018-01-17,69.0437
2018-01-16,68.0083
