time,SMA
2020-04-07,1740.1925
2020-04-03,1772.1875
2020-04-01,1807.4475
2020-03-31,1837.9075
2020-03-30,1865.5200
2020-03-27,1896.2250
2020-03-26,1922.2025
2020-03-25,1948.7600
2020-03-24,1981.7600
2020-03-23,2021.3125
2020-03-20,2063.4450
2020-03-19,2094.6200
2020-03-18,2129.7175
2020-03-17,2166.0075
2020-03-16,2198.3050
2020-03-13,2226.3550
2020-03-12,2244.7575
2020-03-11,2272.7900
2020-03-09,2291.7225
2020-03-06,2306.5450
2020-03-05,2322.8425
2020-03-04,2332.6600
2020-03-03,2339.7150
2020-03-02,2343.0750
2020-02-28,2354.5600
2020-02-27,2366.5175
2020-02-26,2373.0175
2020-02-25,2380.5850
2020-02-24,2385.1975
2020-02-20,2393.1000
2020-02-19,2395.8625
2020-02-18,2397.8475
2020-02-17,2404.9150
2020-02-14,2410.2075
2020-02-13,2412.8675
2020-02-12,2416.8175
2020-02-11,2419.2850
2020-02-10,2422.1425
2020-02-07,2424.6075
2020-02-06,2427.2150
2020-02-05,2428.2950
2020-02-04,2429.0250
2020-02-03,2432.3925
2020-01-31,2438.5750
2020-01-30,2440.6925
2020-01-29,2443.2100
2020-01-28,2444.7150
2020-01-27,2443.7675
2020-01-24,2445.8525
2020-01-23,2445.5325
2020-01-22,2444.9400
2020-01-21,2444.6450
2020-01-20,2442.5375
2020-01-17,2440.0100
2020-01-16,2437.9250
2020-01-15,2436.1575
2020-01-14,2433.4025
2020-01-13,2427.3875
2020-01-10,2421.8375
2020-01-09,2414.8500
2020-01-08,2407.8350
2020-01-07,2402.2675
2020-01-06,2397.1450
2020-01-03,2391.1225
2020-01-02,2384.6575
2020-01-01,2377.4450
2019-12-31,2371.7775
2019-12-30,2366.4275
2019-12-27,2359.3500
2019-12-26,2352.6175
2019-12-24,2348.7175
2019-12-23,2343.3500
2019-12-20,2336.9250
2019-12-19,2328.5050
2019-12-18,2318.4475
2019-12-17,2306.0850
2019-12-16,2295.2025
2019-12-13,2288.3075
2019-12-12,2281.8725
2019-12-11,2277.2075
2019-12-10,2271.7525
2019-12-09,2268.7650
2019-12-06,2264.7575
2019-12-05,2264.1025
2019-12-04,2258.8450
2019-12-03,2251.8175
2019-12-02,2244.8650
2019-11-29,2235.9700
2019-11-28,2227.8775
2019-11-27,2217.7250
2019-11-26,2206.5775
2019-11-25,2196.2850
2019-11-22,2186.7375
2019-11-21,2182.2200
2019-11-20,2178.8900
2019-11-19,2174.7075
2019-11-18,2168.8175
2019-11-15,2161.5025
2019-11-14,2152.7950
2019-11-13,2142.2000
2019-11-11,2132.3900
2019-11-08,2121.1450
2019-11-07,2109.0100
2019-11-06,2096.5400
2019-11-05,2083.9550
2019-11-04,2073.7300
2019-11-01,2063.4075
2019-10-31,2056.7875
2019-10-30,2048.9125
2019-10-29,2045.3650
2019-10-27,2042.9050
2019-10-25,2041.4850
2019-10-24,2042.8475
2019-10-23,2043.5125
2019-10-22,2038.8925
2019-10-18,2031.8300
2019-10-17,2026.5000
2019-10-16,2021.9150
2019-10-15,2021.7275
2019-10-14,2025.3500
2019-10-11,2028.9175
2019-10-10,2032.0025
2019-10-09,2035.8400
2019-10-07,2037.8625
2019-10-04,2041.6175
2019-10-03,2047.7625
2019-10-01,2053.4950
2019-09-30,2062.0125
2019-09-27,2069.6100
2019-09-26,2077.1875
2019-09-25,2082.8000
2019-09-24,2086.7325
2019-09-23,2082.2875
2019-09-20,2075.0650
2019-09-19,2075.7775
2019-09-18,2081.5825
2019-09-17,2087.8475
2019-09-16,2092.9600
2019-09-13,2096.5475
2019-09-12,2097.2575
2019-09-11,2103.7100
2019-09-09,2109.1825
2019-09-06,2114.8225
2019-09-05,2122.2050
2019-09-04,2127.6750
2019-09-03,2128.8900
2019-08-30,2128.7900
2019-08-29,2126.5500
2019-08-28,2126.5400
2019-08-27,2124.6700
2019-08-26,2124.2750
2019-08-23,2126.6475
2019-08-22,2133.7000
2019-08-21,2139.8400
2019-08-20,2145.8525
2019-08-19,2156.5075
2019-08-16,2167.9975
2019-08-14,2177.3750
2019-08-13,2185.3400
2019-08-09,2193.6975
2019-08-08,2195.9350
2019-08-07,2199.9475
2019-08-06,2202.4525
2019-08-05,2204.6075
2019-08-02,2210.0050
2019-08-01,2217.7325
2019-07-31,2227.4050
2019-07-30,2235.2525
2019-07-29,2242.8700
2019-07-26,2247.7150
2019-07-25,2248.8925
2019-07-24,2248.8300
2019-07-23,2248.1125
2019-07-22,2249.8950
2019-07-19,2248.0275
2019-07-18,2239.8775
2019-07-17,2232.6225
2019-07-16,2227.2225
2019-07-15,2221.0700
2019-07-12,2216.2950
2019-07-11,2212.5825
2019-07-10,2209.3600
2019-07-09,2207.1550
2019-07-08,2205.0375
2019-07-05,2201.8100
2019-07-04,2198.3275
2019-07-03,2193.6850
2019-07-02,2190.9950
2019-07-01,2188.3325
2019-06-28,2185.0975
2019-06-27,2184.7775
2019-06-26,2182.3950
2019-06-25,2181.7125
2019-06-24,2181.3775
2019-06-21,2180.2900
2019-06-20,2179.0250
2019-06-19,2176.1175
2019-06-18,2172.9075
2019-06-17,2171.0600
2019-06-14,2162.1725
2019-06-13,2150.0350
2019-06-12,2137.4175
2019-06-11,2126.4375
2019-06-10,2114.5050
2019-06-07,2101.2375
2019-06-06,2086.5700
2019-06-04,2073.7600
2019-06-03,2060.8525
2019-05-31,2047.8425
2019-05-30,2039.2325
2019-05-29,2030.8150
2019-05-28,2023.2450
2019-05-27,2014.2575
2019-05-24,2003.8550
2019-05-23,1996.4375
2019-05-22,1987.4525
