time,SMA
2020-04-15,2639.9075
2020-04-13,2717.4950
2020-04-09,2804.5850
2020-04-08,2888.3875
2020-04-07,2983.0675
2020-04-03,3087.1900
2020-04-01,3191.1750
2020-03-31,3302.9700
2020-03-30,3410.3300
2020-03-27,3521.3725
2020-03-26,3632.0500
2020-03-25,3732.8200
2020-03-24,3844.8025
2020-03-23,3960.6800
2020-03-20,4091.4925
2020-03-19,4187.2075
2020-03-18,4287.4275
2020-03-17,4373.1150
2020-03-16,4440.0350
2020-03-13,4496.0725
2020-03-12,4547.8350
2020-03-11,4598.5800
2020-03-09,4633.0800
2020-03-06,4654.2525
2020-03-05,4676.2825
2020-03-04,4685.8800
2020-03-03,4697.4300
2020-03-02,4692.7324
2020-02-28,4692.8324
2020-02-27,4687.8049
2020-02-26,4670.8924
2020-02-25,4641.0574
2020-02-24,4608.0549
2020-02-20,4577.5349
2020-02-19,4539.9949
2020-02-18,4503.1749
2020-02-17,4472.3924
2020-02-14,4441.1374
2020-02-13,4413.4999
2020-02-12,4384.7249
2020-02-11,4356.5574
2020-02-10,4328.7724
2020-02-07,4301.0175
2020-02-06,4275.7225
2020-02-05,4248.4425
2020-02-04,4224.5500
2020-02-03,4199.0175
2020-01-31,4180.8250
2020-01-30,4172.1875
2020-01-29,4166.4750
2020-01-28,4156.9100
2020-01-27,4158.0125
2020-01-24,4161.6300
2020-01-23,4164.6175
2020-01-22,4167.5800
2020-01-21,4167.4675
2020-01-20,4168.5425
2020-01-17,4167.7425
2020-01-16,4160.7725
2020-01-15,4155.7275
2020-01-14,4152.1775
2020-01-13,4144.4350
2020-01-10,4139.7075
2020-01-09,4135.3075
2020-01-08,4130.9750
2020-01-07,4127.8575
2020-01-06,4124.7600
2020-01-03,4122.3725
2020-01-02,4112.1175
2020-01-01,4099.2350
2019-12-31,4086.0800
2019-12-30,4071.7950
2019-12-27,4063.5650
2019-12-26,4056.0425
2019-12-24,4052.5050
2019-12-23,4050.5425
2019-12-20,4049.7075
2019-12-19,4046.8875
2019-12-18,4048.4850
2019-12-17,4049.3875
2019-12-16,4049.4825
2019-12-13,4055.1800
2019-12-12,4061.0400
2019-12-11,4068.8300
2019-12-10,4074.2675
2019-12-09,4083.3475
2019-12-06,4094.1025
2019-12-05,4107.9425
2019-12-04,4117.8675
2019-12-03,4129.8250
2019-12-02,4137.2550
2019-11-29,4143.2725
2019-11-28,4140.8550
2019-11-27,4135.3175
2019-11-26,4131.6400
2019-11-25,4125.7350
2019-11-22,4117.9200
2019-11-21,4115.2125
2019-11-20,4110.9425
2019-11-19,4105.6675
2019-11-18,4105.7150
2019-11-15,4103.3450
2019-11-14,4094.8900
2019-11-13,4078.3075
2019-11-11,4065.2050
2019-11-08,4055.5425
2019-11-07,4044.9375
2019-11-06,4034.8425
2019-11-05,4020.7875
2019-11-04,4004.4400
2019-11-01,3996.6475
2019-10-31,3992.8000
2019-10-30,3994.0625
2019-10-29,3997.7550
2019-10-27,3995.5525
2019-10-25,3993.1450
2019-10-24,3991.9625
2019-10-23,3992.1425
2019-10-22,3975.5400
2019-10-18,3942.0850
2019-10-17,3905.9350
2019-10-16,3868.9575
2019-10-15,3838.9375
2019-10-14,3816.2200
2019-10-11,3791.2775
2019-10-10,3763.3575
2019-10-09,3737.7776
2019-10-07,3705.0825
2019-10-04,3674.4125
2019-10-03,3641.7725
2019-10-01,3606.7850
2019-09-30,3573.7250
2019-09-27,3536.1900
2019-09-26,3499.2450
2019-09-25,3467.0850
2019-09-24,3436.6100
2019-09-23,3397.2650
2019-09-20,3351.7625
2019-09-19,3329.5225
2019-09-18,3326.1150
2019-09-17,3321.7450
2019-09-16,3320.3500
2019-09-13,3313.8750
2019-09-12,3303.6975
2019-09-11,3305.4600
2019-09-09,3301.3925
2019-09-06,3292.8475
2019-09-05,3287.6950
2019-09-04,3281.1625
2019-09-03,3280.6400
2019-08-30,3278.7025
2019-08-29,3274.6675
2019-08-28,3272.2000
2019-08-27,3268.4875
2019-08-26,3263.9000
2019-08-23,3250.0525
2019-08-22,3249.8650
2019-08-21,3257.7475
2019-08-20,3257.1350
2019-08-19,3258.5025
2019-08-16,3265.4375
2019-08-14,3271.6275
2019-08-13,3279.6250
2019-08-09,3289.1175
2019-08-08,3287.1025
2019-08-07,3292.7725
2019-08-06,3300.8025
2019-08-05,3317.5500
2019-08-02,3330.2500
2019-08-01,3354.2200
2019-07-31,3379.6950
2019-07-30,3402.8475
2019-07-29,3425.9600
2019-07-26,3448.2500
2019-07-25,3469.0725
2019-07-24,3498.7600
2019-07-23,3521.5600
2019-07-22,3536.8475
2019-07-19,3551.7050
2019-07-18,3563.9200
2019-07-17,3569.7250
2019-07-16,3572.8825
2019-07-15,3575.8500
2019-07-12,3578.5650
2019-07-11,3585.6675
2019-07-10,3590.3425
2019-07-09,3594.5200
2019-07-08,3591.7275
2019-07-05,3597.0350
2019-07-04,3586.6550
2019-07-03,3572.7450
2019-07-02,3563.6750
2019-07-01,3553.5950
2019-06-28,3542.1800
2019-06-27,3532.1025
2019-06-26,3520.6075
2019-06-25,3509.8450
2019-06-24,3503.1600
2019-06-21,3499.1825
2019-06-20,3489.7625
2019-06-19,3483.0250
2019-06-18,3478.4225
2019-06-17,3473.3500
2019-06-14,3465.0825
2019-06-13,3444.6825
2019-06-12,3417.6675
2019-06-11,3386.3650
2019-06-10,3355.4175
2019-06-07,3325.4450
2019-06-06,3298.3675
2019-06-04,3271.8175
2019-06-03,3246.1525
2019-05-31,3222.4550
2019-05-30,3204.4325
2019-05-29,3186.8525
2019-05-28,3171.0525
2019-05-27,3155.0050
2019-05-24,3136.6575
2019-05-23,3117.9500
2019-05-22,3100.8275
2019-05-21,3078.0150
2019-05-20,3057.0725
2019-05-17,3038.3075
2019-05-16,3024.3750
2019-05-15,3019.1400
2019-05-14,3021.4525
2019-05-13,3027.3500
2019-05-10,3031.6325
2019-05-09,3037.0000
2019-05-08,3043.9350
2019-05-07,3049.9250
2019-05-06,3051.0675
2019-05-03,3051.7125
2019-05-02,3046.3275
2019-04-30,3039.3525
2019-04-26,3031.7725
2019-04-25,3023.7225
2019-04-24,3012.3375
2019-04-23,2999.5800
2019-04-22,2991.4175
2019-04-18,2987.9275
2019-04-16,2983.5400
2019-04-15,2974.9550
2019-04-12,2964.2650
2019-04-11,2955.2200
2019-04-10,2940.4675
2019-04-09,2929.8725
2019-04-08,2917.4950
2019-04-05,2902.8450
2019-04-04,2885.6275
2019-04-03,2868.2525
2019-04-02,2849.3175
2019-04-01,2829.2025
2019-03-28,2811.1950
2019-03-27,2794.3500
2019-03-26,2780.2075
2019-03-25,2765.7400
2019-03-22,2755.7500
2019-03-20,2743.9500
2019-03-19,2728.3025
2019-03-18,2709.5175
2019-03-15,2691.0900
2019-03-14,2678.4625
2019-03-13,2669.2050
2019-03-12,2660.5200
2019-03-11,2658.0500
2019-03-08,2653.4300
2019-03-07,2650.4800
2019-03-06,2643.7975
2019-03-05,2635.2900
2019-03-01,2631.9575
2019-02-28,2627.3050
2019-02-27,2624.7525
2019-02-26,2618.2775
2019-02-25,2608.4500
2019-02-22,2605.2775
2019-02-21,2604.8000
2019-02-20,2603.8000
2019-02-19,2604.5900
2019-02-18,2606.0700
2019-02-15,2605.8150
2019-02-14,2604.7200
2019-02-12,2603.0100
2019-02-11,2601.7925
2019-02-08,2596.2050
2019-02-07,2586.5375
2019-02-06,2577.4450
2019-02-05,2568.3175
2019-02-04,2564.9625
2019-02-01,2562.8925
2019-01-31,2560.4775
2019-01-30,2561.3575
2019-01-29,2562.3650
2019-01-28,2569.5800
2019-01-25,2578.8275
2019-01-24,2580.5925
2019-01-23,2578.1075
2019-01-22,2574.9250
2019-01-21,2572.3425
2019-01-18,2572.9650
2019-01-17,2575.4975
2019-01-16,2578.6725
2019-01-15,2576.5400
2019-01-14,2570.4750
2019-01-11,2567.8375
2019-01-10,2566.7675
2019-01-09,2565.6975
2019-01-08,2561.0100
