time,ADX
2017-07-11,17.7352
2017-07-10,18.6656
2017-07-07,19.6994
2017-07-06,20.9535
2017-07-05,21.3155
2017-07-04,22.9557
2017-07-03,24.7782
2017-06-30,26.4049
2017-06-29,28.8609
2017-06-28,31.0756
2017-06-27,33.5363
2017-06-23,33.7833
2017-06-22,34.5473
2017-06-21,35.3962
2017-06-20,38.1191
2017-06-19,39.4637
2017-06-16,38.7384
2017-06-15,38.4577
2017-06-14,38.0824
2017-06-13,35.5308
2017-06-12,32.6957
2017-06-09,30.7888
2017-06-08,28.7429
2017-06-07,27.1450
2017-06-06,26.7989
2017-06-05,25.1792
2017-06-02,24.2135
2017-06-01,23.1406
2017-05-31,23.7721
2017-05-30,23.6987
2017-05-29,22.3914
2017-05-26,21.1441
2017-05-25,22.8345
2017-05-24,23.7855
2017-05-23,24.4195
2017-05-22,24.3385
2017-05-19,24.7265
2017-05-18,25.6811
2017-05-17,27.9555
2017-05-16,29.4506
2017-05-15,30.7044
2017-05-12,32.0974
2017-05-11,34.2231
2017-05-10,34.9817
2017-05-09,36.1450
2017-05-08,39.9600
2017-05-05,43.5482
2017-05-04,45.8631
2017-05-03,46.5385
2017-05-02,46.5176
2017-04-28,46.6284
2017-04-27,47.6067
2017-04-26,44.8099
2017-04-25,41.7024
2017-04-24,39.2961
2017-04-21,37.4305
2017-04-20,35.9739
2017-04-19,34.3554
2017-04-18,35.4448
2017-04-17,35.8739
2017-04-13,36.3507
2017-04-12,37.7852
2017-04-11,40.0687
2017-04-10,42.3640
2017-04-07,44.5829
2017-04-06,47.5681
2017-04-05,50.6213
2017-04-03,52.0857
2017-03-31,51.4379
2017-03-30,51.3888
2017-03-29,49.1116
2017-03-28,46.6743
2017-03-27,44.5491
2017-03-24,43.3076
2017-03-23,42.5476
2017-03-22,42.1667
2017-03-21,42.0555
2017-03-20,39.4645
2017-03-17,36.8871
2017-03-16,34.1575
2017-03-15,31.3975
2017-03-14,29.2199
2017-03-10,27.1091
2017-03-09,28.4128
2017-03-08,30.0229
2017-03-07,32.4544
2017-03-06,35.5767
2017-03-03,38.9436
2017-03-02,42.4101
2017-03-01,42.8056
2017-02-28,43.9910
2017-02-27,47.3079
2017-02-23,50.8843
2017-02-22,53.3123
2017-02-21,53.5953
2017-02-20,53.9702
2017-02-17,54.6163
2017-02-16,53.7414
2017-02-15,54.4397
2017-02-14,54.5212
2017-02-13,54.8989
2017-02-10,55.7169
2017-02-09,54.8338
2017-02-08,52.9167
2017-02-07,51.1392
2017-02-06,48.3284
2017-02-03,45.2053
2017-02-02,41.8219
2017-02-01,38.0261
2017-01-31,33.8086
2017-01-30,29.7981
2017-01-27,25.5710
2017-01-25,20.9460
2017-01-24,16.7630
2017-01-23,15.1859
2017-01-20,15.6719
2017-01-19,16.3468
2017-01-18,17.4752
2017-01-17,18.6641
2017-01-16,19.9850
2017-01-13,20.3470
2017-01-12,22.5034
2017-01-11,24.2563
2017-01-10,24.6373
2017-01-09,24.6178
2017-01-06,24.6377
2017-01-05,24.9092
2017-01-04,24.2168
2017-01-03,23.4474
2017-01-02,22.8102
2016-12-30,22.9526
2016-12-29,24.8254
2016-12-28,27.4516
2016-12-27,28.7530
2016-12-26,28.7883
2016-12-23,27.1051
2016-12-22,25.3468
2016-12-21,23.6704
2016-12-20,22.9151
2016-12-19,21.5599
2016-12-16,20.9997
2016-12-15,21.9305
2016-12-14,22.5227
2016-12-13,23.3342
2016-12-12,24.2357
2016-12-09,25.5193
2016-12-08,27.2261
2016-12-07,29.6707
2016-12-06,31.7520
2016-12-05,32.5128
2016-12-02,31.9175
2016-12-01,33.5780
2016-11-30,37.0704
2016-11-29,39.7801
2016-11-28,43.1093
2016-11-25,43.9052
2016-11-24,44.7896
2016-11-23,42.5326
2016-11-22,40.0249
2016-11-21,37.7161
2016-11-18,35.1507
2016-11-17,33.0826
2016-11-16,30.7847
2016-11-15,27.8188
2016-11-11,24.5235
2016-11-10,22.4432
2016-11-09,22.4135
2016-11-08,21.9674
2016-11-07,23.5301
2016-11-04,24.6022
2016-11-03,25.1641
2016-11-02,24.1461
2016-11-01,23.1439
2016-10-28,22.0304
2016-10-27,23.0186
2016-10-26,24.1166
2016-10-25,23.6808
2016-10-24,23.7312
2016-10-21,24.1555
2016-10-20,24.1392
2016-10-19,25.0265
2016-10-18,25.3249
2016-10-17,25.1970
2016-10-14,21.6954
2016-10-13,18.4021
2016-10-10,15.5260
2016-10-07,15.5888
2016-10-06,16.8832
2016-10-05,16.5066
2016-10-04,16.0881
2016-10-03,16.1706
2016-09-30,16.7114
2016-09-29,16.5662
2016-09-28,17.3981
2016-09-27,18.2660
2016-09-26,18.7871
2016-09-23,19.5198
2016-09-22,19.2185
2016-09-21,19.6987
2016-09-20,21.4165
2016-09-19,23.3966
2016-09-16,25.9889
2016-09-15,28.3628
2016-09-14,31.2089
2016-09-12,33.5253
2016-09-09,36.0990
2016-09-08,39.2523
2016-09-07,39.2777
2016-09-06,39.3058
2016-09-02,36.2879
2016-09-01,33.6833
2016-08-31,31.4392
2016-08-30,29.6823
2016-08-29,27.9461
2016-08-26,28.2613
2016-08-25,29.4775
2016-08-24,30.3685
2016-08-23,29.0923
2016-08-22,28.9947
2016-08-19,29.1834
2016-08-18,29.9151
2016-08-17,30.0818
2016-08-16,30.7371
2016-08-12,31.4652
2016-08-11,31.8357
2016-08-10,34.4830
2016-08-09,37.7727
2016-08-08,40.7103
2016-08-05,42.4941
2016-08-04,46.1128
2016-08-03,51.0734
2016-08-02,56.2918
2016-08-01,60.1385
2016-07-29,59.6984
2016-07-28,58.0400
2016-07-27,55.8294
2016-07-26,53.6594
2016-07-25,51.6968
2016-07-22,49.5161
2016-07-21,47.9859
2016-07-20,46.8895
2016-07-19,45.6714
2016-07-18,43.5027
2016-07-15,39.9339
2016-07-14,36.5176
2016-07-13,33.3839
2016-07-12,30.1819
2016-07-11,26.6976
2016-07-08,23.5800
2016-07-07,21.0247
2016-07-05,18.5434
2016-07-04,18.3351
2016-07-01,17.9514
2016-06-30,17.7721
2016-06-29,17.0427
2016-06-28,17.5323
2016-06-27,18.9341
2016-06-24,20.1016
2016-06-23,21.1132
2016-06-22,21.4046
2016-06-21,22.4378
2016-06-20,23.6491
2016-06-17,25.6755
2016-06-16,27.5451
2016-06-15,28.2973
2016-06-14,29.8153
2016-06-13,31.3884
2016-06-10,34.1980
2016-06-09,35.6602
2016-06-08,36.5320
2016-06-07,35.2701
2016-06-06,34.3592
2016-06-03,32.5950
2016-06-02,30.6348
2016-06-01,28.6645
2016-05-31,27.2592
2016-05-30,25.6977
2016-05-27,23.9628
2016-05-26,21.4521
2016-05-25,20.0608
2016-05-24,19.7112
2016-05-23,21.8906
2016-05-20,24.3122
2016-05-19,25.6962
2016-05-18,27.1759
2016-05-17,26.6323
2016-05-16,26.0284
2016-05-13,27.6491
2016-05-12,29.4500
2016-05-11,28.2855
2016-05-10,25.7492
2016-05-09,22.9526
2016-05-06,20.3478
2016-05-05,19.0922
2016-05-04,17.6971
2016-05-03,18.6268
2016-05-02,19.6342
2016-04-29,18.5405
2016-04-28,17.3252
2016-04-27,16.4784
2016-04-26,18.2603
2016-04-25,20.2402
2016-04-22,22.2426
2016-04-21,22.9715
2016-04-20,21.5458
2016-04-18,19.9616
2016-04-13,19.6102
2016-04-12,20.8756
2016-04-11,21.3025
2016-04-08,21.7768
2016-04-07,19.9587
2016-04-06,17.9386
2016-04-05,17.5842
2016-04-04,17.1903
2016-04-01,17.6061
2016-03-31,17.5146
2016-03-30,17.7777
2016-03-29,19.1382
2016-03-28,20.7923
2016-03-23,21.0496
2016-03-22,20.8258
2016-03-21,20.5772
2016-03-18,21.3781
2016-03-17,23.3470
2016-03-16,25.5347
2016-03-15,26.0843
2016-03-14,27.5385
2016-03-11,28.6916
2016-03-10,30.5312
2016-03-09,33.4800
2016-03-08,36.8585
2016-03-04,40.1850
2016-03-03,44.3334
2016-03-02,49.2570
2016-03-01,52.1631
2016-02-29,50.5299
2016-02-26,48.7153
2016-02-25,47.6235
2016-02-24,44.8447
2016-02-23,41.9942
2016-02-22,39.5241
2016-02-19,37.1542
2016-02-18,34.5209
2016-02-17,32.3534
2016-02-16,29.9450
2016-02-15,27.4460
2016-02-12,25.1955
2016-02-11,22.0480
2016-02-10,18.5508
2016-02-09,17.1151
2016-02-08,17.9529
2016-02-05,19.1214
2016-02-04,19.7197
2016-02-03,21.5456
2016-02-02,23.5744
2016-02-01,24.9852
2016-01-29,26.1605
2016-01-28,28.0798
2016-01-27,29.1382
2016-01-25,31.9991
2016-01-22,35.4672
2016-01-21,36.4168
2016-01-20,34.5532
2016-01-19,32.9919
2016-01-18,31.2813
2016-01-15,28.9025
2016-01-14,27.4144
2016-01-13,26.0604
2016-01-12,24.5560
2016-01-11,22.9128
2016-01-08,21.4088
2016-01-07,20.9884
2016-01-06,19.7341
2016-01-05,20.4695
2016-01-04,21.5672
2016-01-01,23.3686
2015-12-31,21.6422
2015-12-30,19.7241
2015-12-29,19.9277
2015-12-28,20.7658
2015-12-24,22.6365
2015-12-23,24.0125
2015-12-22,25.1587
2015-12-21,26.8211
2015-12-18,26.5985
2015-12-17,26.0673
2015-12-16,26.0789
2015-12-15,27.9644
2015-12-14,30.6294
2015-12-11,31.5072
2015-12-10,31.2868
2015-12-09,30.6837
2015-12-08,27.7837
2015-12-07,25.6497
2015-12-04,23.6387
2015-12-03,21.4041
2015-12-02,21.1649
2015-12-01,21.5345
2015-11-30,22.8575
2015-11-27,24.3274
2015-11-26,26.6679
2015-11-24,28.9466
2015-11-23,30.5522
2015-11-20,31.7341
2015-11-19,34.0078
2015-11-18,35.7752
2015-11-17,36.1941
2015-11-16,37.2388
2015-11-13,36.5410
2015-11-10,34.3518
2015-11-09,32.4820
2015-11-06,30.6912
2015-11-05,30.1417
2015-11-04,29.6258
2015-11-03,29.7868
2015-11-02,29.5969
2015-10-30,29.3860
2015-10-29,31.2547
2015-10-28,34.4229
2015-10-27,37.8265
2015-10-26,41.1199
2015-10-23,40.9420
2015-10-21,38.4095
2015-10-20,36.6820
2015-10-19,34.9876
2015-10-16,33.1049
2015-10-15,31.2006
2015-10-14,29.6636
2015-10-13,28.4205
2015-10-12,27.8289
2015-10-09,27.1716
2015-10-08,25.0992
2015-10-07,23.6323
2015-10-06,22.0025
2015-10-05,20.7421
2015-10-01,19.7151
2015-09-30,20.1413
2015-09-29,20.1208
2015-09-28,20.7548
2015-09-24,22.0340
2015-09-23,23.0093
2015-09-22,23.2015
2015-09-21,24.4783
2015-09-18,26.8892
2015-09-16,28.5958
2015-09-15,30.4678
2015-09-14,31.1101
2015-09-11,31.8238
2015-09-10,32.9596
2015-09-09,33.3955
2015-09-08,35.3863
2015-09-07,35.4669
2015-09-04,35.2829
2015-09-03,33.7740
2015-09-02,32.0976
2015-09-01,30.2348
2015-08-31,29.1817
2015-08-28,29.1155
2015-08-27,29.1367
2015-08-26,28.4953
2015-08-25,23.9778
2015-08-24,19.8109
2015-08-21,15.7847
2015-08-20,13.5569
2015-08-19,13.2491
2015-08-18,13.2000
2015-08-17,14.3480
2015-08-14,15.4638
2015-08-13,16.7036
2015-08-12,15.8218
2015-08-11,15.2628
2015-08-10,16.2762
2015-08-07,16.9417
2015-08-06,17.1839
2015-08-05,17.4530
2015-08-04,18.7549
2015-08-03,20.2015
2015-07-31,21.5143
2015-07-30,22.3297
2015-07-29,23.2356
2015-07-28,25.7849
2015-07-27,28.6175
2015-07-24,28.9760
2015-07-23,28.4501
2015-07-22,28.2449
2015-07-21,28.4684
2015-07-20,29.9307
2015-07-17,31.5555
2015-07-16,31.4478
2015-07-15,29.4069
2015-07-14,28.3759
2015-07-13,28.3787
2015-07-10,28.3818
2015-07-09,30.6521
