time,SMA
2020-04-24,266.6835
2020-04-23,265.4570
2020-04-22,263.9815
2020-04-21,262.5205
2020-04-20,260.3205
2020-04-17,257.9360
2020-04-16,256.0350
2020-04-15,254.0340
2020-04-14,252.4555
2020-04-13,250.2135
2020-04-09,250.4495
2020-04-08,249.4615
2020-04-07,249.9295
2020-04-06,251.2250
2020-04-03,251.4100
2020-04-02,253.7910
2020-04-01,256.1905
2020-03-31,259.2820
2020-03-30,261.0335
2020-03-27,263.2335
2020-03-26,264.5145
2020-03-25,265.2685
2020-03-24,267.6250
2020-03-23,269.6850
2020-03-20,273.3755
2020-03-19,277.5660
2020-03-18,281.3420
2020-03-17,285.1895
2020-03-16,288.4965
2020-03-13,292.6335
2020-03-12,294.9785
2020-03-11,298.9270
2020-03-10,301.1360
2020-03-09,302.9465
2020-03-06,305.6395
2020-03-05,307.4485
2020-03-04,308.8750
2020-03-03,309.6805
2020-03-02,310.6475
2020-02-28,311.1825
2020-02-27,313.7080
2020-02-26,316.2490
2020-02-25,317.5010
2020-02-24,318.5445
2020-02-21,319.5510
2020-02-20,319.8600
2020-02-19,319.7300
2020-02-18,319.3775
2020-02-14,319.3640
2020-02-13,318.8785
2020-02-12,318.2020
2020-02-11,317.4760
2020-02-10,317.3435
2020-02-07,316.7825
2020-02-06,316.2625
2020-02-05,315.1615
2020-02-04,314.0085
2020-02-03,313.0560
2020-01-31,312.4945
2020-01-30,312.0365
2020-01-29,310.5255
2020-01-28,308.8845
2020-01-27,307.4900
2020-01-24,306.5380
2020-01-23,304.8360
2020-01-22,303.0745
2020-01-21,301.1615
2020-01-17,299.3340
2020-01-16,297.3845
2020-01-15,295.6430
2020-01-14,294.0690
2020-01-13,292.1925
2020-01-10,289.9175
2020-01-09,287.9395
2020-01-08,285.8820
2020-01-07,284.0685
2020-01-06,282.6845
2020-01-03,280.9735
2020-01-02,279.1890
2019-12-31,277.1440
2019-12-30,275.6695
2019-12-27,274.4560
2019-12-26,273.3580
2019-12-24,272.0770
2019-12-23,271.1820
2019-12-20,270.0710
2019-12-19,269.1995
2019-12-18,268.3580
2019-12-17,267.6855
2019-12-16,267.0200
2019-12-13,266.3150
2019-12-12,265.6895
2019-12-11,265.3400
2019-12-10,264.8995
2019-12-09,264.5855
2019-12-06,264.2465
2019-12-05,263.6825
2019-12-04,263.2655
2019-12-03,263.0350
2019-12-02,262.9375
2019-11-29,262.5205
2019-11-27,261.5960
2019-11-26,260.3670
2019-11-25,259.3170
2019-11-22,258.4510
2019-11-21,257.6910
2019-11-20,256.7695
2019-11-19,255.7690
2019-11-18,254.4525
2019-11-15,253.1230
2019-11-14,251.6555
2019-11-13,250.2875
2019-11-12,248.7825
2019-11-11,247.4505
2019-11-08,246.1340
2019-11-07,244.9375
2019-11-06,243.4705
2019-11-05,241.9600
2019-11-04,240.3235
2019-11-01,238.8015
2019-10-31,237.3610
2019-10-30,235.9640
2019-10-29,234.7490
2019-10-28,233.8140
2019-10-25,232.5600
2019-10-24,231.1720
2019-10-23,229.9875
2019-10-22,228.8800
2019-10-21,227.7660
2019-10-18,226.6765
2019-10-17,225.7425
2019-10-16,225.0265
2019-10-15,224.4465
2019-10-14,223.7155
2019-10-11,222.9170
2019-10-10,222.0440
2019-10-09,221.6937
2019-10-08,221.5217
2019-10-07,221.1367
2019-10-04,220.4922
2019-10-03,219.8047
2019-10-02,219.4277
2019-10-01,218.9392
2019-09-30,217.9947
2019-09-27,217.2332
2019-09-26,216.7427
2019-09-25,216.0247
2019-09-24,215.1812
2019-09-23,214.6217
2019-09-20,213.8177
2019-09-19,213.5542
2019-09-18,213.1382
2019-09-17,212.5177
2019-09-16,212.0002
2019-09-13,211.3302
2019-09-12,210.4797
2019-09-11,209.4630
2019-09-10,208.7320
2019-09-09,207.9210
2019-09-06,207.2620
2019-09-05,206.7705
2019-09-04,206.0585
2019-09-03,205.4490
2019-08-30,204.8310
2019-08-29,204.5950
2019-08-28,204.5660
2019-08-27,204.9415
2019-08-26,205.1725
2019-08-23,205.3320
2019-08-22,205.5870
2019-08-21,205.3150
2019-08-20,205.1165
2019-08-19,205.0405
2019-08-16,204.8840
2019-08-15,204.6885
2019-08-14,204.8845
2019-08-13,204.9145
2019-08-12,204.6910
2019-08-09,204.9275
2019-08-08,205.0430
2019-08-07,204.9590
2019-08-06,205.1685
2019-08-05,205.3805
2019-08-02,205.7145
2019-08-01,205.7250
2019-07-31,205.5240
2019-07-30,205.0085
2019-07-29,204.6470
2019-07-26,204.0590
2019-07-25,203.6590
2019-07-24,203.2980
2019-07-23,202.6430
2019-07-22,202.1300
2019-07-19,201.7080
2019-07-18,201.5515
2019-07-17,201.1620
2019-07-16,200.9170
2019-07-15,200.3865
2019-07-12,199.7630
2019-07-11,199.3055
2019-07-10,198.9275
2019-07-09,198.5065
2019-07-08,198.0735
2019-07-05,197.5800
2019-07-03,196.6295
2019-07-02,195.5360
2019-07-01,194.3815
2019-06-28,192.9690
2019-06-27,191.8265
2019-06-26,190.7545
2019-06-25,189.6335
2019-06-24,188.7665
2019-06-21,187.7860
2019-06-20,186.8300
2019-06-19,185.9960
2019-06-18,185.4325
2019-06-17,184.6645
2019-06-14,184.4200
2019-06-13,184.2870
2019-06-12,184.1255
2019-06-11,183.8490
2019-06-10,183.3945
2019-06-07,183.6245
2019-06-06,184.1530
2019-06-05,185.0370
2019-06-04,186.0530
2019-06-03,187.4950
2019-05-31,189.4175
2019-05-30,191.1215
2019-05-29,192.7325
2019-05-28,193.8970
2019-05-24,195.2160
2019-05-23,196.4825
2019-05-22,197.7635
2019-05-21,198.9825
2019-05-20,200.0265
2019-05-17,201.0985
2019-05-16,201.8415
2019-05-15,202.4940
2019-05-14,202.9105
2019-05-13,203.4390
2019-05-10,204.0965
2019-05-09,204.1850
2019-05-08,204.1800
2019-05-07,204.0100
2019-05-06,203.8720
2019-05-03,203.2980
2019-05-02,202.4950
2019-05-01,201.8050
2019-04-30,200.9800
2019-04-29,200.5085
2019-04-26,199.7755
2019-04-25,198.9965
2019-04-24,198.1560
2019-04-23,197.1375
2019-04-22,196.2005
2019-04-18,195.5265
2019-04-17,195.0880
2019-04-16,194.3395
2019-04-15,193.7035
2019-04-12,193.1430
2019-04-11,192.5055
2019-04-10,191.7445
2019-04-09,190.7990
2019-04-08,189.8695
2019-04-05,188.8095
2019-04-04,187.6050
2019-04-03,186.4455
2019-04-02,185.4040
2019-04-01,184.4795
2019-03-29,183.7100
2019-03-28,182.9610
2019-03-27,182.1825
2019-03-26,181.5025
2019-03-25,180.8795
2019-03-22,180.1540
2019-03-21,179.2500
2019-03-20,178.0485
2019-03-19,177.2420
2019-03-18,176.4620
2019-03-15,175.5820
2019-03-14,174.8160
2019-03-13,174.1385
2019-03-12,173.5975
2019-03-11,173.0235
2019-03-08,172.5990
2019-03-07,172.5005
2019-03-06,172.5875
2019-03-05,172.5705
2019-03-04,172.3565
2019-03-01,171.8900
2019-02-28,171.4635
2019-02-27,171.0685
2019-02-26,170.0590
2019-02-25,169.1575
2019-02-22,168.3340
2019-02-21,167.3205
2019-02-20,166.4635
2019-02-19,165.5270
2019-02-15,164.8215
2019-02-14,164.0935
2019-02-13,163.3005
2019-02-12,162.4450
2019-02-11,161.4005
2019-02-08,160.5435
2019-02-07,159.7130
2019-02-06,158.8315
2019-02-05,157.6570
2019-02-04,156.3445
2019-02-01,155.1950
2019-01-31,153.9785
2019-01-30,153.5525
2019-01-29,153.1770
2019-01-28,153.2545
2019-01-25,153.2470
2019-01-24,153.2175
2019-01-23,152.9240
2019-01-22,152.7645
2019-01-18,152.9410
2019-01-17,153.1445
2019-01-16,153.6550
2019-01-15,154.1050
2019-01-14,154.7255
2019-01-11,155.7730
2019-01-10,156.6135
2019-01-09,157.3550
2019-01-08,158.1695
2019-01-07,159.0565
2019-01-04,160.3960
2019-01-03,161.8175
2019-01-02,163.9490
2018-12-31,164.9820
2018-12-28,166.0725
2018-12-27,167.3080
2018-12-26,168.2125
2018-12-24,169.0850
2018-12-21,170.3580
2018-12-20,171.6605
2018-12-19,172.6680
2018-12-18,173.9165
2018-12-17,175.2895
2018-12-14,176.6630
2018-12-13,177.7290
2018-12-12,178.7930
2018-12-11,180.0465
2018-12-10,181.8385
2018-12-07,183.7830
2018-12-06,185.8560
2018-12-04,187.3085
2018-12-03,188.5535
2018-11-30,189.6865
2018-11-29,191.8685
2018-11-28,193.8340
2018-11-27,195.4520
2018-11-26,197.3520
2018-11-23,199.4360
2018-11-21,201.8115
2018-11-20,203.7270
2018-11-19,206.0145
2018-11-16,207.7540
2018-11-15,209.0430
2018-11-14,210.2735
2018-11-13,211.9930
2018-11-12,213.4890
2018-11-09,214.6485
2018-11-08,215.5305
2018-11-07,215.8285
2018-11-06,216.1490
2018-11-05,217.3040
2018-11-02,218.4130
2018-11-01,219.2535
2018-10-31,219.5420
2018-10-30,220.2025
2018-10-29,221.0015
2018-10-26,221.7525
2018-10-25,222.2245
2018-10-24,222.4820
2018-10-23,222.7485
2018-10-22,222.7215
2018-10-19,222.7285
2018-10-18,222.6460
2018-10-17,222.8465
2018-10-16,222.7055
2018-10-15,222.5100
2018-10-12,222.5360
2018-10-11,222.6225
2018-10-10,223.2205
2018-10-09,223.4560
2018-10-08,223.3050
2018-10-05,223.0330
2018-10-04,222.8835
2018-10-03,222.6390
2018-10-02,222.3790
2018-10-01,222.3330
2018-09-28,222.3515
2018-09-27,222.3160
2018-09-26,222.2175
2018-09-25,222.1815
2018-09-24,221.9690
2018-09-21,221.7375
2018-09-20,221.6290
2018-09-19,221.3800
2018-09-18,221.2135
2018-09-17,221.0745
2018-09-14,221.0595
2018-09-13,220.5335
2018-09-12,219.7250
2018-09-11,219.1590
2018-09-10,218.4100
2018-09-07,217.8700
2018-09-06,217.2490
2018-09-05,216.4565
2018-09-04,215.4685
2018-08-31,214.5040
2018-08-30,213.5220
2018-08-29,212.6400
2018-08-28,211.5660
2018-08-27,210.0955
2018-08-24,208.6940
2018-08-23,207.4350
2018-08-22,206.3710
2018-08-21,205.3595
2018-08-20,204.2575
2018-08-17,203.0650
2018-08-16,201.7580
2018-08-15,200.6860
2018-08-14,199.6940
2018-08-13,198.7790
2018-08-10,197.8810
2018-08-09,197.0710
2018-08-08,196.1785
2018-08-07,195.2100
2018-08-06,194.3720
2018-08-03,193.4475
2018-08-02,192.4465
2018-08-01,191.3470
2018-07-31,190.4680
2018-07-30,190.3125
2018-07-27,190.0725
2018-07-26,189.7985
2018-07-25,189.2960
2018-07-24,188.7765
2018-07-23,188.2350
2018-07-20,187.9005
2018-07-19,187.6015
2018-07-18,187.3325
2018-07-17,187.0970
2018-07-16,186.9615
2018-07-13,186.8580
2018-07-12,186.8315
2018-07-11,186.8150
2018-07-10,187.0350
2018-07-09,187.0790
2018-07-06,187.1350
2018-07-05,187.4095
2018-07-03,187.8385
2018-07-02,188.3080
2018-06-29,188.5405
2018-06-28,188.7970
2018-06-27,188.8655
2018-06-26,189.0325
2018-06-25,189.2060
2018-06-22,189.5265
2018-06-21,189.6880
2018-06-20,189.8330
2018-06-19,189.8660
2018-06-18,189.9630
2018-06-15,189.8415
2018-06-14,189.7490
2018-06-13,189.6180
2018-06-12,189.4050
2018-06-11,189.1985
2018-06-08,189.0665
2018-06-07,188.9835
2018-06-06,188.6785
2018-06-05,188.2820
2018-06-04,187.8745
2018-06-01,187.4745
2018-05-31,186.8070
2018-05-30,186.2920
2018-05-29,185.3720
2018-05-25,184.2400
2018-05-24,182.9270
2018-05-23,181.7305
2018-05-22,180.4950
2018-05-21,179.2840
2018-05-18,178.1645
2018-05-17,177.1350
2018-05-16,176.4255
2018-05-15,175.9085
2018-05-14,175.4985
2018-05-11,174.8820
2018-05-10,174.1890
2018-05-09,173.3940
2018-05-08,172.6480
2018-05-07,172.0080
2018-05-04,171.2525
2018-05-03,170.4800
2018-05-02,170.2755
2018-05-01,170.0275
2018-04-30,169.9920
2018-04-27,170.0630
2018-04-26,170.3360
2018-04-25,170.4490
2018-04-24,170.6835
2018-04-23,171.1750
2018-04-20,171.1600
2018-04-19,171.3165
2018-04-18,171.2400
2018-04-17,171.1100
2018-04-16,170.9630
2018-04-13,171.0730
2018-04-12,171.2690
2018-04-11,171.4840
2018-04-10,171.8605
2018-04-09,172.2840
2018-04-06,172.7805
2018-04-05,173.2085
2018-04-04,173.3200
2018-04-03,173.5730
2018-04-02,173.9945
2018-03-29,174.4710
2018-03-28,174.8320
2018-03-27,175.4140
2018-03-26,175.9165
2018-03-23,176.2265
2018-03-22,176.7545
2018-03-21,176.9370
2018-03-20,176.9270
2018-03-19,176.7575
2018-03-16,176.6140
2018-03-15,176.3625
2018-03-14,175.7985
2018-03-13,175.0935
2018-03-12,174.2305
2018-03-09,172.9650
2018-03-08,171.7235
2018-03-07,170.8535
2018-03-06,170.2535
2018-03-05,169.2445
2018-03-02,168.4285
2018-03-01,168.0070
2018-02-28,167.6285
2018-02-27,167.0710
2018-02-26,166.5495
2018-02-23,166.1765
2018-02-22,165.9570
2018-02-21,166.0430
2018-02-20,166.3415
2018-02-16,166.5990
2018-02-15,166.9005
2018-02-14,167.2140
2018-02-13,167.8005
2018-02-12,168.3930
2018-02-09,169.1120
