time,VWAP
2020-05-26 14:55,320.4065
2020-05-26 14:50,320.4204
2020-05-26 14:45,320.4350
2020-05-26 14:40,320.4496
2020-05-26 14:35,320.4550
2020-05-26 14:30,320.4632
2020-05-26 14:25,320.4740
2020-05-26 14:20,320.4824
2020-05-26 14:15,320.4887
2020-05-26 14:10,320.4951
2020-05-26 14:05,320.5041
2020-05-26 14:00,320.5126
2020-05-26 13:55,320.5154
2020-05-26 13:50,320.5191
2020-05-26 13:45,320.5237
2020-05-26 13:40,320.5262
2020-05-26 13:35,320.5271
2020-05-26 13:30,320.5256
2020-05-26 13:25,320.5096
2020-05-26 13:20,320.5113
2020-05-26 13:15,320.5173
2020-05-26 13:10,320.5293
2020-05-26 13:05,320.5407
2020-05-26 13:00,320.5483
2020-05-26 12:55,320.5534
2020-05-26 12:50,320.5581
2020-05-26 12:45,320.5639
2020-05-26 12:40,320.5681
2020-05-26 12:35,320.5747
2020-05-26 12:30,320.5956
2020-05-26 12:25,320.6146
2020-05-26 12:20,320.6458
2020-05-26 12:15,320.6713
2020-05-26 12:10,320.7054
2020-05-26 12:05,320.7446
2020-05-26 12:00,320.7817
2020-05-26 11:55,320.8456
2020-05-26 11:50,320.9532
2020-05-26 11:45,321.1395
2020-05-26 11:40,321.3107
2020-05-26 11:35,321.4188
2020-05-26 11:30,321.5304
2020-05-26 11:25,321.5951
2020-05-26 11:20,321.6147
2020-05-26 11:15,321.6349
2020-05-26 11:10,321.6551
2020-05-26 11:05,321.6704
2020-05-26 11:00,321.6832
2020-05-26 10:55,321.6943
2020-05-26 10:50,321.7095
2020-05-26 10:45,321.7432
2020-05-26 10:40,321.8095
2020-05-26 10:35,321.8374
2020-05-26 10:30,321.8672
2020-05-26 10:25,321.8740
2020-05-26 10:20,321.8856
2020-05-26 10:15,321.9026
2020-05-26 10:10,321.9369
2020-05-26 10:05,322.0099
2020-05-26 10:00,322.1720
2020-05-26 09:55,322.4539
2020-05-26 09:50,322.6632
2020-05-26 09:45,322.7438
2020-05-26 09:40,322.9062
2020-05-26 09:35,323.0517
2020-05-22 16:00,317.4893
2020-05-22 15:55,317.4249
2020-05-22 15:50,317.4091
2020-05-22 15:45,317.3974
2020-05-22 15:40,317.3897
2020-05-22 15:35,317.3857
2020-05-22 15:30,317.3787
2020-05-22 15:25,317.3750
2020-05-22 15:20,317.3690
2020-05-22 15:15,317.3600
2020-05-22 15:10,317.3487
2020-05-22 15:05,317.3327
2020-05-22 15:00,317.3235
2020-05-22 14:55,317.3139
2020-05-22 14:50,317.3072
2020-05-22 14:45,317.2934
2020-05-22 14:40,317.2771
2020-05-22 14:35,317.2636
2020-05-22 14:30,317.2548
2020-05-22 14:25,317.2453
2020-05-22 14:20,317.2325
2020-05-22 14:15,317.2223
2020-05-22 14:10,317.2089
2020-05-22 14:05,317.1875
2020-05-22 14:00,317.1642
2020-05-22 13:55,317.1558
2020-05-22 13:50,317.1493
2020-05-22 13:45,317.1420
2020-05-22 13:40,317.1321
2020-05-22 13:35,317.1188
2020-05-22 13:30,317.1036
2020-05-22 13:25,317.0835
2020-05-22 13:20,317.0607
2020-05-22 13:15,317.0466
2020-05-22 13:10,317.0374
2020-05-22 13:05,317.0285
2020-05-22 13:00,317.0174
2020-05-22 12:55,317.0102
2020-05-22 12:50,317.0024
2020-05-22 12:45,316.9862
2020-05-22 12:40,316.9714
2020-05-22 12:35,316.9534
2020-05-22 12:30,316.9456
2020-05-22 12:25,316.9420
2020-05-22 12:20,316.9375
2020-05-22 12:15,316.9325
2020-05-22 12:10,316.9281
2020-05-22 12:05,316.9228
2020-05-22 12:00,316.9151
2020-05-22 11:55,316.9076
2020-05-22 11:50,316.8993
2020-05-22 11:45,316.8847
2020-05-22 11:40,316.8699
2020-05-22 11:35,316.8636
2020-05-22 11:30,316.8592
2020-05-22 11:25,316.8596
2020-05-22 11:20,316.8576
2020-05-22 11:15,316.8514
2020-05-22 11:10,316.8504
2020-05-22 11:05,316.8506
2020-05-22 11:00,316.8531
2020-05-22 10:55,316.8545
2020-05-22 10:50,316.8366
2020-05-22 10:45,316.7873
2020-05-22 10:40,316.7715
2020-05-22 10:35,316.7556
2020-05-22 10:30,316.7353
2020-05-22 10:25,316.7023
2020-05-22 10:20,316.6745
2020-05-22 10:15,316.6619
2020-05-22 10:10,316.6464
2020-05-22 10:05,316.5954
2020-05-22 10:00,316.4893
2020-05-22 09:55,316.3249
2020-05-22 09:50,316.2244
2020-05-22 09:45,316.1984
2020-05-22 09:40,316.2734
2020-05-22 09:35,316.4467
2020-05-21 16:00,318.2690
2020-05-21 15:55,318.3233
2020-05-21 15:50,318.3415
2020-05-21 15:45,318.3488
2020-05-21 15:40,318.3529
2020-05-21 15:35,318.3595
2020-05-21 15:30,318.3660
2020-05-21 15:25,318.3700
2020-05-21 15:20,318.3717
2020-05-21 15:15,318.3744
2020-05-21 15:10,318.3784
2020-05-21 15:05,318.3819
2020-05-21 15:00,318.3849
2020-05-21 14:55,318.3897
2020-05-21 14:50,318.4036
2020-05-21 14:45,318.4165
2020-05-21 14:40,318.4209
2020-05-21 14:35,318.4274
2020-05-21 14:30,318.4221
2020-05-21 14:25,318.4196
2020-05-21 14:20,318.4161
2020-05-21 14:15,318.4143
2020-05-21 14:10,318.4116
2020-05-21 14:05,318.4085
2020-05-21 14:00,318.4057
2020-05-21 13:55,318.4053
2020-05-21 13:50,318.4046
2020-05-21 13:45,318.4043
2020-05-21 13:40,318.4054
2020-05-21 13:35,318.4092
2020-05-21 13:30,318.4129
2020-05-21 13:25,318.4164
2020-05-21 13:20,318.4217
2020-05-21 13:15,318.4253
2020-05-21 13:10,318.4252
2020-05-21 13:05,318.4275
2020-05-21 13:00,318.4378
2020-05-21 12:55,318.4472
2020-05-21 12:50,318.4620
2020-05-21 12:45,318.4773
2020-05-21 12:40,318.4908
2020-05-21 12:35,318.5185
2020-05-21 12:30,318.5336
2020-05-21 12:25,318.5492
2020-05-21 12:20,318.5603
2020-05-21 12:15,318.5735
2020-05-21 12:10,318.5874
2020-05-21 12:05,318.6033
2020-05-21 12:00,318.6239
2020-05-21 11:55,318.6417
2020-05-21 11:50,318.6635
2020-05-21 11:45,318.6917
2020-05-21 11:40,318.7265
2020-05-21 11:35,318.7630
2020-05-21 11:30,318.8029
2020-05-21 11:25,318.8850
2020-05-21 11:20,318.9497
2020-05-21 11:15,319.0107
2020-05-21 11:10,319.0518
2020-05-21 11:05,319.1149
2020-05-21 11:00,319.1671
2020-05-21 10:55,319.1940
2020-05-21 10:50,319.2227
2020-05-21 10:45,319.2622
2020-05-21 10:40,319.3323
2020-05-21 10:35,319.4665
2020-05-21 10:30,319.5418
2020-05-21 10:25,319.5595
2020-05-21 10:20,319.5736
2020-05-21 10:15,319.6151
2020-05-21 10:10,319.6899
2020-05-21 10:05,319.7514
2020-05-21 10:00,319.8059
2020-05-21 09:55,319.8373
2020-05-21 09:50,319.8348
2020-05-21 09:45,319.7491
2020-05-21 09:40,319.4851
2020-05-21 09:35,318.9567
2020-05-20 16:00,318.4339
2020-05-20 15:55,318.4101
2020-05-20 15:50,318.4007
2020-05-20 15:45,318.3965
2020-05-20 15:40,318.3911
2020-05-20 15:35,318.3855
