timestamp,open,high,low,close,volume
2020-06-05,323.3500,331.7500,323.2300,331.5000,34312550
2020-06-04,324.3900,325.6200,320.7800,322.3200,21890091
2020-06-03,324.6600,326.2000,322.3000,325.1200,26122804
2020-06-02,320.7450,323.4400,318.9300,323.3400,21910704
2020-06-01,317.7500,322.3500,317.2100,321.8500,20254653
2020-05-29,319.2500,321.1500,316.4700,317.9400,38399532
2020-05-28,316.7700,323.4400,315.6300,318.2500,33449103
2020-05-27,316.1400,318.7100,313.0900,318.1100,28236274
2020-05-26,323.5000,324.2400,316.5000,316.7300,31380454
2020-05-22,315.7700,319.2300,315.3500,318.8900,20450754
2020-05-21,318.6600,320.8900,315.8700,316.8500,25672211
2020-05-20,316.6800,319.5200,316.2000,319.2300,27876215
2020-05-19,315.0300,318.5200,313.0100,313.1400,25432385
2020-05-18,313.1700,316.5000,310.3241,314.9600,33843125
2020-05-15,300.3500,307.9000,300.2100,307.7100,41587094
2020-05-14,304.5100,309.7900,301.5300,309.5400,39732269
2020-05-13,312.1500,315.9500,303.2100,307.6500,50155639
2020-05-12,317.8300,319.6880,310.9100,311.4100,40575263
2020-05-11,308.1000,317.0500,307.2400,315.0100,36486561
2020-05-08,305.6400,310.3500,304.2900,310.1300,33511985
2020-05-07,303.2200,305.1700,301.9700,303.7400,28803764
2020-05-06,300.4600,303.2400,298.8700,300.6300,35583438
2020-05-05,295.0600,301.0000,294.4600,297.5600,36937795
2020-05-04,289.1700,293.6900,286.3172,293.1600,33391986
2020-05-01,286.2500,299.0000,285.8500,289.0700,60154175
2020-04-30,289.9600,294.5300,288.3500,293.8000,45765968
2020-04-29,284.7300,289.6700,283.8900,287.7300,34320204
2020-04-28,285.0800,285.8300,278.2000,278.5800,28001187
2020-04-27,281.8000,284.5400,279.9500,283.1700,29271893
2020-04-24,277.2000,283.0100,277.0000,282.9700,31627183
2020-04-23,275.8700,281.7500,274.8700,275.0300,31203582
2020-04-22,273.6100,277.9000,272.2000,276.1000,29264342
2020-04-21,276.2800,277.2500,265.4300,268.3700,45247893
2020-04-20,277.9500,281.6800,276.8500,276.9300,32503750
